year,name,gender,number
1997,"Alisha","f",2
1997,"Alissa","f",1
1997,"Alissia","f",1
1997,"Alma","f",2
1997,"Almedina","f",1
1997,"Amal","f",1
1997,"Amanda","f",1
1997,"Amber","f",1
1997,"Amel","f",1
1997,"Amelie","f",1
1997,"Amélie","f",2
1997,"Amina","f",4
1997,"Amira","f",1
1997,"Amtul","f",1
1997,"Ana","f",11
1997,"Anabel","f",1
1997,"Anastasia","f",2
1997,"Anastasija","f",1
1997,"Anat","f",1
1997,"Andrea","f",7
1997,"Andreia","f",3
1997,"Andrina","f",3
1997,"Anela","f",1
1997,"Angela","f",2
1997,"Angelina","f",1
1997,"Anika","f",2
1997,"Anina","f",3
1997,"Anine","f",1
1997,"Anissa","f",1
1997,"Anita","f",2
1997,"Anja","f",3
1997,"Ann","f",2
1997,"Anna","f",12
1997,"Anna Luisa","f",1
1997,"Anna-Lena","f",1
1997,"Anna-Sophia","f",1
1997,"Annabel","f",1
1997,"Anne","f",1
1997,"Annika","f",3
1997,"Annina","f",2
1997,"Anouk","f",1
1997,"Antigona","f",3
1997,"Antonela","f",1
1997,"Antonella","f",1
1997,"Antonia","f",1
1997,"Anusika","f",1
1997,"Arabella","f",1
1997,"Arbenita","f",1
1997,"Ardita","f",2
1997,"Arianita","f",1
1997,"Arianna","f",2
1997,"Ariela","f",1
1997,"Ariella","f",1
1997,"Arijana","f",1
1997,"Arjeta","f",2
1997,"Arlinda","f",1
1997,"Armenda","f",1
1997,"Armina","f",1
1997,"Arnesa","f",1
1997,"Arta","f",2
1997,"Arthika","f",1
1997,"Arthursiga","f",1
1997,"Aruna","f",1
1997,"Aruthra","f",1
1997,"Aschvitha","f",1
1997,"Asena","f",1
1997,"Ashmetha","f",1
1997,"Asia","f",1
1997,"Asije","f",1
1997,"Asma","f",1
1997,"Aswanaa","f",1
1997,"Atike","f",1
1997,"Aurelia","f",1
1997,"Aurora","f",1
1997,"Awiwa","f",1
1997,"Ayah","f",1
1997,"Ayala","f",2
1997,"Ayan","f",1
1997,"Aybanu","f",1
1997,"Aybüke","f",1
1997,"Aylin","f",2
1997,"Ayse","f",1
1997,"Azra","f",2
1997,"Babett","f",1
1997,"Bahar","f",1
1997,"Banusha","f",1
1997,"Barbara","f",3
1997,"Batja","f",1
1997,"Beatrice","f",1
1997,"Belinda","f",1
1997,"Besiana","f",2
1997,"Besjana","f",1
1997,"Beste","f",1
1997,"Bettina","f",1
1997,"Betty","f",1
1997,"Bigna","f",1
1997,"Birathiba","f",1
1997,"Bjondina","f",2
1997,"Blerona","f",1
1997,"Blerta","f",1
1997,"Blessing","f",1
1997,"Bojana","f",1
1997,"Bracha","f",1
1997,"Brenda","f",1
1997,"Brigitta","f",1
1997,"Brikenta","f",1
1997,"Brilinda","f",1
1997,"Bruna","f",1
1997,"Büsra","f",2
1997,"Calishja","f",1
1997,"Camilla","f",2
1997,"Carla","f",6
1997,"Carlotta","f",1
1997,"Carole","f",1
1997,"Carolina","f",2
1997,"Caroline","f",4
1997,"Catarina","f",2
1997,"Catherine","f",1
1997,"Cátia","f",2
1997,"Catrina","f",1
1997,"Cécile","f",3
1997,"Celeste","f",1
1997,"Celia","f",2
1997,"Celine","f",1
1997,"Céline","f",6
1997,"Chaja","f",1
1997,"Chajah","f",1
1997,"Chana","f",3
1997,"Chanel","f",1
1997,"Chantal","f",2
1997,"Charlotte","f",1
1997,"Charmaine","f",1
1997,"Chava","f",1
1997,"Chayenne","f",1
1997,"Chiara","f",6
1997,"Christiana","f",1
1997,"Christie","f",1
1997,"Christina","f",2
1997,"Cindy","f",1
1997,"Cinzia","f",1
1997,"Claire","f",3
1997,"Clarissa","f",1
1997,"Claudia","f",4
1997,"Cleopatra","f",1
1997,"Colleen","f",1
1997,"Corina","f",1
1997,"Corinne","f",1
1997,"Cosima","f",1
1997,"Cristina","f",5
1997,"Cynthia","f",3
1997,"Cyra","f",1
1997,"Dafina","f",1
1997,"Dalia","f",2
1997,"Dalila","f",1
1997,"Damla","f",1
1997,"Danai","f",1
1997,"Daniela","f",4
1997,"Danielle","f",1
1997,"Danijela","f",3
1997,"Darlyn","f",1
1997,"Debora","f",4
1997,"Deborah","f",6
1997,"Denata","f",1
1997,"Denise","f",1
1997,"Deniz","f",1
1997,"Derman","f",1
1997,"Derya","f",1
1997,"Desiree","f",1
1997,"Desirée","f",1
1997,"Désirée","f",2
1997,"Dewita","f",1
1997,"Diana","f",12
1997,"Diellza","f",1
1997,"Dijana","f",1
1997,"Dikshana","f",1
1997,"Dilan","f",1
1997,"Dilara","f",1
1997,"Dina","f",2
1997,"Dioneta","f",1
1997,"Divya","f",1
1997,"Diyadra","f",1
1997,"Dolores","f",1
1997,"Domingas","f",1
1997,"Dominique","f",1
1997,"Dragana","f",2
1997,"Drenusha","f",1
1997,"Drenushe","f",1
1997,"Dunya","f",1
1997,"Dusica","f",1
1997,"Duygu","f",1
1997,"Eda","f",1
1997,"Edisa","f",1
1997,"Edisona","f",1
1997,"Edona","f",1
1997,"Edson","f",1
1997,"Egzona","f",1
1997,"Eileen","f",2
1997,"Ejona","f",1
1997,"Elda","f",1
1997,"Elena","f",10
1997,"Eleni","f",1
1997,"Eleonora","f",1
1997,"Elia","f",1
1997,"Elif","f",1
1997,"Elinor","f",1
1997,"Elirjana","f",1
1997,"Elisa","f",2
1997,"Elisa-Aimé","f",1
1997,"Eliza","f",2
1997,"Elizabete","f",1
1997,"Ella","f",1
1997,"Elma","f",1
1997,"Elona","f",1
1997,"Elsa","f",2
1997,"Elvira","f",1
1997,"Emilie","f",1
1997,"Emily","f",1
1997,"Emina","f",1
1997,"Emma","f",2
1997,"Endrita","f",1
1997,"Engjelusha","f",1
1997,"Eranda","f",1
1997,"Erika","f",1
1997,"Erina","f",1
1997,"Ermina","f",1
1997,"Esin","f",1
1997,"Esmeralda","f",1
1997,"Estelle","f",1
1997,"Ester","f",1
1997,"Esther","f",6
1997,"Eva","f",6
1997,"Evanthia","f",1
1997,"Evelyn","f",2
1997,"Evgenia","f",1
1997,"Evin","f",1
1997,"Evitta","f",1
1997,"Ezgi","f",1
1997,"Fabienne","f",3
1997,"Fabiola","f",1
1997,"Fadima","f",1
1997,"Fara","f",1
1997,"Farah","f",2
1997,"Fatiha","f",1
1997,"Fatima","f",1
1997,"Fatime","f",1
1997,"Fatma","f",1
1997,"Federica","f",3
1997,"Feigy","f",1
1997,"Felicitas","f",1
1997,"Fenny","f",1
1997,"Feruza","f",1
1997,"Festina","f",1
1997,"Filomena","f",1
1997,"Fiona","f",9
1997,"Fitore","f",1
1997,"Fjolla","f",1
1997,"Fjona","f",1
1997,"Flavia","f",4
1997,"Florence","f",1
1997,"Florentina","f",1
1997,"Florine","f",1
1997,"Flurina","f",2
1997,"Francesca","f",3
1997,"Franciska","f",1
1997,"Franzisca","f",1
1997,"Franziska","f",2
1997,"Frideriki","f",1
1997,"Frumet","f",1
1997,"Furkan","f",1
1997,"Gabriela","f",1
1997,"Gabriella","f",2
1997,"Gadra","f",1
1997,"Gaëlle","f",1
1997,"Gamze","f",1
1997,"Ganotha","f",1
1997,"Gazmira","f",1
1997,"Gentiana","f",1
1997,"Géraldine","f",3
1997,"Gillian","f",1
1997,"Gina","f",3
1997,"Gioia","f",2
1997,"Giovanna","f",1
1997,"Gitel","f",1
1997,"Gitta","f",1
1997,"Giulia","f",5
1997,"Giuliana","f",1
1997,"Giuseppina","f",2
1997,"Giusy","f",1
1997,"Gizem","f",1
1997,"Gloria","f",2
1997,"Goja","f",1
1997,"Golda","f",1
1997,"Goldie","f",1
1997,"Gordana","f",2
1997,"Gresa","f",2
1997,"Greta","f",1
1997,"Gülsah","f",2
1997,"Gwynne","f",1
1997,"Hafsa","f",2
1997,"Hajar","f",1
1997,"Halima","f",1
1997,"Hamda","f",1
1997,"Hana","f",1
1997,"Hanan","f",1
1997,"Hani","f",1
1997,"Hanna","f",1
1997,"Hannah","f",3
1997,"Harisa","f",2
1997,"Hasina","f",1
1997,"Hatice","f",1
1997,"Hazel","f",1
1997,"Helen","f",1
1997,"Hélène","f",1
1997,"Herite","f",1
1997,"Hilâl","f",1
1997,"Hinde","f",1
1997,"Holly","f",1
1997,"Idelma","f",1
1997,"Ilaria","f",3
1997,"Ilde","f",1
1997,"Ilenia","f",1
1997,"Ilkin","f",1
1997,"Ilona","f",1
1997,"Inès","f",1
1997,"Inês","f",2
1997,"Inka","f",1
1997,"Ipek","f",1
1997,"Irena","f",1
1997,"Irina","f",2
1997,"Irma","f",2
1997,"Isabel","f",4
1997,"Isabelle","f",2
1997,"Ivana","f",2
1997,"Izabel","f",1
1997,"Jacqueline","f",1
1997,"Jael","f",2
1997,"Jairah","f",1
1997,"Jamila","f",2
1997,"Jaminy","f",1
1997,"Jana","f",3
1997,"Jane","f",1
1997,"Janice","f",3
1997,"Janina","f",3
1997,"Janine","f",1
1997,"Jasmin","f",10
1997,"Jasmine","f",1
1997,"Jeanine","f",2
1997,"Jeanne","f",3
1997,"Jeannine","f",1
1997,"Jelena","f",7
1997,"Jelica","f",1
1997,"Jena","f",1
1997,"Jenifer","f",1
1997,"Jennifer","f",8
1997,"Jennifer del Carm","f",1
1997,"Jennita","f",1
1997,"Jenny","f",1
1997,"Jesmi","f",1
1997,"Jessica","f",11
1997,"Jéssica","f",2
1997,"Jessy","f",1
1997,"Jetmire","f",1
1997,"Jil","f",1
1997,"Jill","f",1
1997,"Jlenia","f",1
1997,"Jliana","f",1
1997,"Joana","f",1
1997,"Joanna","f",1
1997,"Jocelyn","f",2
1997,"Joelle","f",1
1997,"Johanna","f",4
1997,"Jorjina","f",1
1997,"Josephine","f",1
1997,"Jovana","f",2
1997,"Joy","f",4
1997,"Joya","f",1
1997,"Joyce","f",3
1997,"Julia","f",11
1997,"Juliana","f",1
1997,"Julie","f",5
1997,"Juliette","f",1
1997,"Julika","f",1
1997,"Julisa","f",1
1997,"Kaila","f",1
1997,"Kajalscha","f",1
1997,"Kaliane","f",1
1997,"Kara","f",1
1997,"Karina","f",1
1997,"Karolina","f",1
1997,"Katarina","f",2
1997,"Katharina","f",2
1997,"Kathia","f",1
1997,"Kathrin","f",1
1997,"Katia","f",1
1997,"Katja","f",1
1997,"Kavita","f",1
1997,"Kelly","f",1
1997,"Khadija","f",1
1997,"Kim","f",2
1997,"Kimberly","f",2
1997,"Kira","f",1
1997,"Kiriaki","f",1
1997,"Kirstin","f",1
1997,"Klanie","f",1
1997,"Klarissa","f",1
1997,"Kristin","f",1
1997,"Kristina","f",3
1997,"Kristjana","f",1
1997,"Krystall","f",1
1997,"Kübra","f",1
1997,"Kyô","f",1
1997,"Ladina","f",4
1997,"Lagioia","f",1
1997,"Lakshiya","f",1
1997,"Lara","f",14
1997,"Larissa","f",4
1997,"Laura","f",27
1997,"Laura-Louisa","f",1
1997,"Laurine","f",1
1997,"Lavinia","f",1
1997,"Lea","f",12
1997,"Leana","f",1
1997,"Leila","f",2
1997,"Lena","f",10
1997,"Leonie","f",3
1997,"Leonora","f",2
1997,"Lesley","f",2
1997,"Li","f",1
1997,"Lia","f",1
1997,"Liah","f",1
1997,"Liana","f",1
1997,"Lidia","f",2
1997,"Lidija","f",1
1997,"Lili","f",1
1997,"Lilian","f",2
1997,"Liliana","f",2
1997,"Lillianne","f",1
1997,"Lina","f",4
1997,"Linda","f",4
1997,"Linn","f",1
1997,"Lionelle","f",1
1997,"Liora","f",2
1997,"Lirie","f",1
1997,"Lisa","f",7
1997,"Liv","f",1
1997,"Livia","f",3
1997,"Lorena","f",4
1997,"Lotta","f",1
1997,"Lou","f",1
1997,"Luana","f",5
1997,"Luara","f",1
1997,"Lucia","f",1
1997,"Lucie","f",2
1997,"Lucija","f",1
1997,"Lucy","f",2
1997,"Luisa","f",4
1997,"Lurjana","f",1
1997,"Luzia","f",2
1997,"Lyne","f",1
1997,"Lynn","f",3
1997,"Maathanghi","f",1
1997,"Maduranka","f",1
1997,"Magdalena","f",2
1997,"Mahera","f",1
1997,"Maïte","f",1
1997,"Maja","f",2
1997,"Majda","f",1
1997,"Malalaa","f",1
1997,"Malin","f",1
1997,"Malina","f",1
1997,"Manon","f",2
1997,"Manuela","f",4
1997,"Mara","f",5
1997,"Margaux","f",1
1997,"Margo","f",1
1997,"Maria","f",7
1997,"Maria-Irini","f",1
1997,"Maria-Magdalena","f",1
1997,"Mariana","f",1
1997,"Marie","f",1
1997,"Marielle","f",1
1997,"Marija","f",3
1997,"Marijana","f",3
1997,"Marina","f",4
1997,"Marinja","f",1
1997,"Marion","f",2
1997,"Marita","f",1
1997,"Marta","f",1
1997,"Martina","f",4
1997,"Mary","f",1
1997,"Maryse","f",1
1997,"Matea","f",1
1997,"Mathanki","f",1
1997,"Mathilde","f",2
1997,"Mathini","f",1
1997,"Maude","f",1
1997,"Maxine","f",1
1997,"Mayra","f",1
1997,"Melani","f",1
1997,"Melanie","f",9
1997,"Mélanie","f",1
1997,"Melisa","f",1
1997,"Meret","f",5
1997,"Meriem","f",1
1997,"Merja","f",1
1997,"Merlina","f",1
1997,"Mersije","f",1
1997,"Merve","f",2
1997,"Meryem","f",1
1997,"Metusha","f",1
1997,"Mi-So","f",1
1997,"Mia","f",3
1997,"Michèle","f",6
1997,"Michelle","f",7
1997,"Michèlle","f",1
1997,"Milena","f",5
1997,"Milica","f",1
1997,"Mio","f",2
1997,"Miona","f",1
1997,"Mira","f",3
1997,"Mirabel","f",1
1997,"Miranda","f",3
1997,"Miriam","f",4
1997,"Miriem","f",1
1997,"Mirije","f",1
1997,"Mirjam","f",2
1997,"Mirlinda","f",1
1997,"Mishaile","f",1
1997,"Mithula","f",1
1997,"Mithuna","f",1
1997,"Mizuki","f",1
1997,"Mohga","f",1
1997,"Mona-Lisa","f",1
1997,"Monica","f",4
1997,"Mónica","f",1
1997,"Morena","f",1
1997,"Morgana","f",1
1997,"Moureen","f",1
1997,"Müesser","f",1
1997,"Muriel","f",1
1997,"Mylene","f",1
1997,"Myriam","f",1
1997,"Nadia","f",3
1997,"Nadija","f",1
1997,"Nadine","f",10
1997,"Nadja","f",6
1997,"Naemi","f",2
1997,"Nanthuja","f",1
1997,"Naomi","f",5
1997,"Naomy","f",1
1997,"Narimen","f",1
1997,"Nastaran","f",1
1997,"Natalia","f",2
1997,"Natalie","f",2
1997,"Natasa","f",2
1997,"Natascha","f",1
1997,"Nathalie","f",4
1997,"Nathanja","f",1
1997,"Nazli","f",1
1997,"Neftalie","f",1
1997,"Nehir","f",1
1997,"Neijra","f",1
1997,"Nela","f",1
1997,"Nergiz","f",1
1997,"Nermina","f",1
1997,"Neruschi","f",1
1997,"Neura","f",1
1997,"Nicole","f",5
1997,"Nicoletta","f",1
1997,"Nigeria","f",1
1997,"Nikita","f",1
1997,"Nikolina","f",1
1997,"Nina","f",16
1997,"Nina-Mae","f",1
1997,"Nine","f",1
1997,"Nirojah","f",1
1997,"Nirona","f",1
1997,"Niruba","f",1
1997,"Nirupa","f",1
1997,"Nirusha","f",1
1997,"Nisjeta","f",1
1997,"Nivetha","f",1
1997,"Nividhiga","f",1
1997,"Njomza","f",1
1997,"Noelia","f",2
1997,"Noëlle","f",3
1997,"Noema","f",1
1997,"Noemi","f",9
1997,"Noirin","f",1
1997,"Nontaree","f",1
1997,"Nora","f",6
1997,"Noreen","f",1
1997,"Norina","f",1
1997,"Nuray","f",1
1997,"Nuriel","f",1
1997,"Nurya","f",1
1997,"Océane","f",2
1997,"Odelya","f",1
1997,"Olga","f",3
1997,"Olga-Mae","f",1
1997,"Olivia","f",5
1997,"Ombeline","f",1
1997,"Osunna","f",1
1997,"Oviya","f",1
1997,"Paloma","f",1
1997,"Paola","f",2
1997,"Pascale","f",2
1997,"Patricia","f",4
1997,"Paula","f",3
1997,"Pavithira","f",1
1997,"Perla","f",1
1997,"Phatthariya","f",1
1997,"Philine","f",1
1997,"Phiriyathaarni","f",1
1997,"Pia","f",1
1997,"Pranevera","f",1
1997,"Prathika","f",1
1997,"Printha","f",1
1997,"Priscilla","f",3
1997,"Priska","f",1
1997,"Rabea","f",1
1997,"Rabia","f",2
1997,"Rachel","f",1
1997,"Raffaella","f",1
1997,"Rahel","f",7
1997,"Raissa","f",1
1997,"Rakshana","f",1
1997,"Ramona","f",3
1997,"Raquel","f",3
1997,"Raven","f",2
1997,"Ravinna","f",1
1997,"Razije","f",1
1997,"Rebecca","f",5
1997,"Reisi","f",1
1997,"Remzie","f",1
1997,"Renugia","f",1
1997,"Rhea","f",3
1997,"Riccarda","f",1
1997,"Rifka","f",1
1997,"Rima","f",1
1997,"Rina","f",3
1997,"Robin","f",1
1997,"Rocio","f",1
1997,"Ronja","f",1
1997,"Rosa","f",3
1997,"Rosemarie","f",1
1997,"Roshniya","f",1
1997,"Rosika","f",1
1997,"Ruchama","f",2
1997,"Rym","f",1
1997,"Saaraney","f",1
1997,"Sabahat","f",1
1997,"Sabina","f",2
1997,"Sabrin","f",1
1997,"Sabrina","f",8
1997,"Sahar","f",1
1997,"Sahara","f",1
1997,"Saki","f",1
1997,"Sakura","f",1
1997,"Sally","f",1
1997,"Salome","f",3
1997,"Samantha","f",1
1997,"Samira","f",1
1997,"Sandra","f",7
1997,"Sanela","f",1
1997,"Sanja","f",1
1997,"Santina","f",1
1997,"Saphira","f",1
1997,"Sara","f",15
1997,"Sarah","f",20
1997,"Saranhy","f",1
1997,"Saranja","f",1
1997,"Sari","f",1
1997,"Sarina","f",4
1997,"Sasha","f",1
1997,"Saska","f",1
1997,"Saskia","f",1
1997,"Sathana","f",1
1997,"Schehed","f",2
1997,"Schulamith","f",1
1997,"Selen","f",1
1997,"Selena","f",1
1997,"Selin","f",2
1997,"Selina","f",1
1997,"Selinda","f",1
1997,"Selma","f",2
1997,"Selmina","f",1
1997,"Semanur","f",1
1997,"Senada","f",1
1997,"Serafina","f",1
1997,"Seraina","f",3
1997,"Sereina","f",1
1997,"Seren","f",1
1997,"Sevgi","f",1
1997,"Shabarna","f",1
1997,"Shamini","f",1
1997,"Shanell","f",1
1997,"Shannon","f",1
1997,"Sharmiya","f",1
1997,"Shathana","f",1
1997,"Shawna","f",1
1997,"Shereelyn","f",1
1997,"Sherryline","f",1
1997,"Sheyna","f",1
1997,"Shira","f",1
1997,"Shirin","f",1
1997,"Shiyun","f",1
1997,"Shyhrete","f",1
1997,"Sibel","f",1
1997,"Sibylle","f",1
1997,"Siera","f",1
1997,"Silvia","f",3
1997,"Simona","f",2
1997,"Simone","f",3
1997,"Sina","f",4
1997,"Sinem","f",2
1997,"Siri","f",1
1997,"Sirine","f",2
1997,"Sofia","f",3
1997,"Sofie","f",1
1997,"Solaia","f",1
1997,"Sonia","f",2
1997,"Sónia","f",1
1997,"Sonja","f",1
1997,"Sophia","f",5
1997,"Sophie","f",8
1997,"Soraia","f",1
1997,"Soraya","f",2
1997,"Stefania","f",1
1997,"Stefanie","f",3
1997,"Stéfanie","f",1
1997,"Stella","f",4
1997,"Stephanie","f",1
1997,"Sterna","f",1
1997,"Suaad","f",1
1997,"Sumaya","f",1
1997,"Sümeyye","f",1
1997,"Susan","f",1
1997,"Susana","f",4
1997,"Susanna","f",1
1997,"Suveetha","f",1
1997,"Suzana","f",1
1997,"Svenja","f",3
1997,"Sydney","f",1
1997,"Sylvie","f",1
1997,"Tabea","f",3
1997,"Taja","f",1
1997,"Tali","f",1
1997,"Tamara","f",8
1997,"Tamia","f",1
1997,"Tamino","f",1
1997,"Tania","f",1
1997,"Tânia","f",1
1997,"Tanja","f",5
1997,"Tara","f",3
1997,"Tatjana","f",2
1997,"Teresa","f",1
1997,"Teuta","f",1
1997,"Thais","f",1
1997,"Thalia","f",1
1997,"Thaliriny","f",1
1997,"Tharmini","f",1
1997,"Tharseka","f",1
1997,"Theepika","f",1
1997,"Thigeesha","f",1
1997,"Thivyaah","f",1
1997,"Thulasi","f",1
1997,"Thusanekka","f",1
1997,"Tiara","f",2
1997,"Tiffany","f",3
1997,"Tonie","f",1
1997,"Tuba","f",1
1997,"Türkan","f",1
1997,"Uxía","f",1
1997,"Valbane","f",1
1997,"Valentina","f",7
1997,"Valentine","f",1
1997,"Valeria","f",6
1997,"Valérie","f",1
1997,"Valerija","f",1
1997,"Valmire","f",1
1997,"Vanesa","f",1
1997,"Vanessa","f",17
1997,"Varshini","f",1
1997,"Venera","f",2
1997,"Venojah","f",1
1997,"Vera","f",3
1997,"Verena","f",1
1997,"Verona","f",1
1997,"Veronica","f",2
1997,"Verónica","f",1
1997,"Veronika","f",1
1997,"Vesna","f",1
1997,"Victoria","f",2
1997,"Vidursana","f",1
1997,"Vidusha","f",1
1997,"Vinoliya","f",1
1997,"Violeta","f",2
1997,"Virginia","f",3
1997,"Visali","f",1
1997,"Vithusa","f",1
1997,"Viviana","f",1
1997,"Viviane","f",4
1997,"Vivianne","f",1
1997,"Vivien","f",2
1997,"Vivienne","f",2
1997,"Vukica","f",1
1997,"Wagma","f",1
1997,"Wajiha","f",1
1997,"Wann","f",1
1997,"Xenia","f",5
1997,"Yaanit","f",1
1997,"Yagmur","f",1
1997,"Yalini","f",1
1997,"Yan","f",1
1997,"Yara","f",2
1997,"Yardena","f",1
1997,"Yasmin","f",1
1997,"Yasmine","f",1
1997,"Yassin","f",1
1997,"Yelena","f",1
1997,"Yessica","f",1
1997,"Yetunde","f",1
1997,"Ylenia","f",1
1997,"Yu","f",1
1997,"Yuyana","f",1
1997,"Zahra","f",1
1997,"Zehra","f",1
1997,"Zeljka","f",1
1997,"Zella","f",1
1997,"Zeynep","f",1
1997,"Ziporah","f",1
1997,"Zippora","f",1
1997,"Zivia","f",1
1997,"Zoe","f",1
1997,"Zoé","f",3
1997,"Zoë","f",4
1997,"Zora","f",2
1998,"Aarani","f",1
1998,"Abesana","f",1
1998,"Abirami","f",1
1998,"Abisana","f",1
1998,"Abisiya","f",1
1998,"Ada","f",1
1998,"Adegrina","f",1
1998,"Adela","f",1
1998,"Adie","f",1
1998,"Adina","f",1
1998,"Adriana","f",4
1998,"Afrdita","f",1
1998,"Ahlem","f",1
1998,"Ai","f",1
1998,"Aicha","f",1
1998,"Aida","f",3
1998,"Aïda","f",1
1998,"Aileen","f",1
1998,"Ainhoa","f",1
1998,"Aischa","f",2
1998,"Aisha","f",2
1998,"Ajala","f",1
1998,"Ajana","f",1
1998,"Ajdina","f",1
1998,"Ajnure","f",1
1998,"Alba","f",2
1998,"Albesjana","f",1
1998,"Albina","f",1
1998,"Albiona","f",1
1998,"Alejna","f",1
1998,"Aleksandra","f",2
1998,"Alena","f",2
1998,"Alessandra","f",1
1998,"Alessia","f",7
1998,"Alexa","f",1
1998,"Alexandra","f",9
1998,"Alexia","f",1
1998,"Alice","f",3
1998,"Alicia","f",2
1998,"Alina","f",1
1998,"Aline","f",7
1998,"Alma","f",1
1998,"Almedina","f",1
1998,"Altina","f",1
1998,"Alyssa","f",1
1998,"Amanda","f",2
1998,"Amani","f",1
1998,"Amina","f",4
1998,"Amine","f",1
1998,"Amira","f",1
1998,"Ammonja","f",1
1998,"Amra","f",1
1998,"Amrutha","f",1
1998,"Amy","f",1
1998,"Ana","f",8
1998,"Ana-Vera","f",1
1998,"Anaïs","f",1
1998,"Ananda","f",1
1998,"Anastasia","f",1
1998,"Anastasija","f",2
1998,"Anda","f",1
1998,"Andra","f",1
1998,"Andrea","f",5
1998,"Andreia","f",2
1998,"Andrijana","f",2
1998,"Andrina","f",1
1998,"Anela","f",1
1998,"Anesa","f",1
1998,"Angela","f",4
1998,"Angelina","f",1
1998,"Anika","f",1
1998,"Anina","f",1
1998,"Anissa","f",1
1998,"Anita","f",2
1998,"Anja","f",8
1998,"Ann","f",1
1998,"Ann-Kathrin","f",1
1998,"Anna","f",18
1998,"Anna-Katharina","f",1
1998,"Anna-Lara","f",1
1998,"Anna-Lena","f",1
1998,"Anna-Maria","f",1
1998,"Anna-Sofia","f",1
1998,"Annalena","f",1
1998,"Annalisa","f",3
1998,"Anne-Sophie","f",1
1998,"Annick","f",1
1998,"Annie","f",1
1998,"Annik","f",2
1998,"Annika","f",5
1998,"Annina","f",4
1998,"Anouk","f",1
1998,"Anouschka","f",1
1998,"Anthea","f",1
1998,"Antonia","f",1
1998,"Antonina","f",1
1998,"Anuar","f",1
1998,"Anushka","f",1
1998,"Araathana","f",1
1998,"Arbnore","f",1
1998,"Arbresha","f",1
1998,"Ardiana","f",1
1998,"Ariana","f",1
1998,"Ariane","f",2
1998,"Arianna","f",1
1998,"Arijanita","f",1
1998,"Arissa","f",1
1998,"Arjeta","f",1
1998,"Arlette","f",1
1998,"Arlinda","f",1
1998,"Arnela","f",1
1998,"Aroa","f",1
1998,"Artemisia","f",1
1998,"Asia","f",1
1998,"Aslihan","f",1
1998,"Assunta","f",1
1998,"Atara","f",1
1998,"Athena","f",1
1998,"Athika","f",1
1998,"Atithaya","f",1
1998,"Aurelia","f",1
1998,"Aurora","f",3
1998,"Avital","f",2
1998,"Aya","f",1
1998,"Ayaan","f",1
1998,"Ayca","f",1
1998,"Aylin","f",5
1998,"Ayra","f",1
1998,"Ayse","f",1
1998,"Aysun","f",1
1998,"Aziza","f",1
1998,"Azra","f",1
1998,"B'Elanna","f",1
1998,"Banuja","f",1
1998,"Barbara","f",2
1998,"Barie","f",1
1998,"Barije","f",1
1998,"Batoul","f",1
1998,"Beatrice","f",2
1998,"Beatriz","f",1
1998,"Behare","f",1
1998,"Belma","f",1
1998,"Bérénice","f",2
1998,"Berfin","f",3
1998,"Berfîn","f",1
1998,"Beril","f",1
1998,"Berivan","f",1
1998,"Besa","f",1
1998,"Besiana","f",1
1998,"Bettina","f",1
1998,"Bianca","f",3
1998,"Bintylly","f",1
1998,"Blagica","f",1
1998,"Blanca","f",1
1998,"Blenera","f",1
1998,"Bleona","f",1
1998,"Blerina","f",1
1998,"Blerta","f",1
1998,"Brenda","f",1
1998,"Burbuqe","f",1
1998,"Caitlín","f",1
1998,"Caitlyn","f",1
1998,"Camilla","f",3
1998,"Camille","f",2
1998,"Canan","f",1
1998,"Cansel","f",1
1998,"Cara","f",1
1998,"Carla","f",2
1998,"Carmen","f",1
1998,"Carole","f",1
1998,"Carolina","f",2
1998,"Caroline","f",9
1998,"Cassandra","f",1
1998,"Catarina","f",4
1998,"Catia","f",1
1998,"Cecile","f",1
1998,"Cécile","f",1
1998,"Celestina","f",1
1998,"Celina","f",2
1998,"Celine","f",4
1998,"Céline","f",8
1998,"Cèline","f",1
1998,"Ceren","f",1
1998,"Chaïma","f",1
1998,"Chaja","f",2
1998,"Chana","f",2
1998,"Channah","f",1
1998,"Chantal","f",5
1998,"Charis","f",1
1998,"Charlotte","f",2
1998,"Cheryl","f",1
1998,"Chiara","f",13
1998,"Chloé","f",1
1998,"Cinciya","f",1
1998,"Cinja","f",1
1998,"Cinzia","f",1
1998,"Claire","f",1
1998,"Clarissa","f",1
1998,"Claudia","f",3
1998,"Coco","f",1
1998,"Cora","f",1
1998,"Corina","f",1
1998,"Cristiana","f",1
1998,"Cristina","f",1
1998,"Cynthia","f",2
1998,"Dahaba","f",1
1998,"Daina","f",1
1998,"Daniela","f",4
1998,"Daniela del Pilar","f",1
1998,"Dara","f",1
1998,"Daria","f",3
1998,"Darlene","f",1
1998,"Debora","f",2
1998,"Débora","f",1
1998,"Deborah","f",2
1998,"Delal","f",1
1998,"Delia","f",1
1998,"Derya","f",1
1998,"Désiré","f",1
1998,"Desireé","f",1
1998,"Desirée","f",3
1998,"Désirée","f",2
1998,"Diana","f",5
1998,"Diellza","f",1
1998,"Dijana","f",1
1998,"Dilan","f",1
1998,"Dilara","f",2
1998,"Dilâra","f",1
1998,"Dilek","f",1
1998,"Dina","f",2
1998,"Djellina","f",1
1998,"Djellza","f",6
1998,"Dona","f",1
